,origem,destino,distance,STEPS_Status.FULL_JUMP,STEPS_Status.SINGLE_JUMP,STEPS_Status.SEQUENTIAL
5104,269,951,682,45,668,683
5105,439,459,20,3,6,21
5106,173,194,21,4,7,22
5107,251,185,-66,61,920,935
5108,710,738,28,4,14,29
5109,699,748,49,5,35,50
5110,703,43,-660,23,326,341
5111,860,435,-425,40,561,576
5112,121,76,-45,63,941,956
5113,138,319,181,14,167,182
5114,464,68,-396,40,590,605
5115,168,998,830,55,816,831
5116,134,184,50,5,36,51
5117,264,163,-101,59,885,900
5118,276,414,138,11,124,139
5119,218,81,-137,58,849,864
5120,752,878,126,11,112,127
5121,583,296,-287,47,699,714
5122,549,692,143,13,129,144
5123,703,85,-618,27,368,383
5124,686,169,-517,33,469,484
5125,220,918,698,46,684,699
5126,314,385,71,8,57,72
5127,513,645,132,10,118,133
5128,451,655,204,15,190,205
5129,737,246,-491,35,495,510
5130,913,856,-57,63,929,944
5131,782,566,-216,50,770,785
5132,523,253,-270,48,716,731
5133,840,987,147,12,133,148
5134,115,290,175,15,161,176
5135,381,4,-377,43,609,624
5136,699,142,-557,31,429,444
5137,19,280,261,19,247,262
5138,236,550,314,22,300,315
5139,869,594,-275,48,711,726
5140,560,153,-407,39,579,594
5141,828,928,100,8,86,101
5142,361,382,21,4,7,22
5143,5,657,652,43,638,653
5144,511,320,-191,53,795,810
5145,948,14,-934,6,52,67
5146,266,141,-125,58,861,876
5147,483,342,-141,57,845,860
5148,529,83,-446,37,540,555
5149,568,495,-73,62,913,928
5150,674,795,121,10,107,122
5151,989,804,-185,55,801,816
5152,896,906,10,3,4,11
5153,524,748,224,15,210,225
5154,472,974,502,34,488,503
5155,633,435,-198,52,788,803
5156,432,982,550,37,536,551
5157,154,703,549,37,535,550
5158,967,419,-548,30,438,453
5159,235,465,230,17,216,231
5160,461,593,132,10,118,133
5161,320,601,281,20,267,282
5162,196,941,745,49,731,746
5163,171,748,577,38,563,578
5164,148,616,468,31,454,469
5165,762,766,4,2,2,5
5166,432,124,-308,45,678,693
5167,672,6,-666,24,320,335
5168,932,406,-526,32,460,475
5169,775,458,-317,46,669,684
5170,284,436,152,11,138,153
5171,724,170,-554,31,432,447
5172,97,917,820,53,806,821
5173,518,471,-47,62,939,954
5174,975,478,-497,35,489,504
5175,132,428,296,20,282,297
5176,823,957,134,11,120,135
5177,304,751,447,32,433,448
5178,141,616,475,33,461,476
5179,581,757,176,12,162,177
5180,872,381,-491,35,495,510
5181,272,844,572,38,558,573
5182,907,146,-761,19,225,240
5183,303,752,449,30,435,450
5184,776,576,-200,51,786,801
5185,319,824,505,34,491,506
5186,316,353,37,5,23,38
5187,808,530,-278,47,708,723
5188,253,526,273,19,259,274
5189,480,134,-346,44,640,655
5190,547,671,124,10,110,125
5191,619,102,-517,33,469,484
5192,237,332,95,10,81,96
5193,78,340,262,19,248,263
5194,912,178,-734,19,252,267
5195,824,160,-664,22,322,337
5196,36,430,394,27,380,395
5197,281,507,226,16,212,227
5198,744,500,-244,49,742,757
5199,524,637,113,9,99,114
5200,634,639,5,3,3,6
5201,632,664,32,3,18,33
5202,484,976,492,33,478,493
5203,136,814,678,45,664,679
5204,885,129,-756,17,230,245
5205,457,875,418,28,404,419
5206,512,654,142,12,128,143
5207,574,308,-266,49,720,735
5208,946,627,-319,45,667,682
5209,139,666,527,37,513,528
5210,444,719,275,20,261,276
5211,600,95,-505,35,481,496
5212,327,382,55,7,41,56
5213,204,341,137,11,123,138
5214,37,31,-6,64,980,995
5215,836,667,-169,56,817,832
5216,44,296,252,18,238,253
5217,272,16,-256,48,730,745
5218,802,627,-175,54,811,826
5219,190,13,-177,55,809,824
5220,410,563,153,12,139,154
5221,986,994,8,2,2,9
5222,93,27,-66,61,920,935
5223,483,821,338,23,324,339
5224,144,434,290,20,276,291
5225,870,660,-210,52,776,791
5226,812,349,-463,36,523,538
5227,877,55,-822,13,164,179
5228,677,137,-540,31,446,461
5229,411,511,100,8,86,101
5230,264,907,643,43,629,644
5231,191,187,-4,64,982,997
5232,621,900,279,21,265,280
5233,664,163,-501,34,485,500
5234,523,328,-195,53,791,806
5235,397,794,397,28,383,398
5236,28,131,103,10,89,104
5237,496,678,182,14,168,183
5238,880,369,-511,33,475,490
5239,701,15,-686,22,300,315
5240,605,492,-113,59,873,888
5241,535,246,-289,48,697,712
5242,238,694,456,30,442,457
5243,546,702,156,12,142,157
5244,940,208,-732,19,254,269
5245,746,200,-546,31,440,455
5246,998,53,-945,7,41,56
5247,442,146,-296,45,690,705
5248,662,955,293,21,279,294
5249,683,869,186,14,172,187
5250,873,559,-314,46,672,687
5251,303,744,441,30,427,442
5252,882,39,-843,13,143,158
5253,785,975,190,15,176,191
5254,179,571,392,26,378,393
5255,876,188,-688,21,298,313
5256,512,55,-457,38,529,544
5257,915,750,-165,55,821,836
5258,934,768,-166,54,820,835
5259,791,549,-242,50,744,759
5260,837,959,122,10,108,123
5261,516,466,-50,62,936,951
5262,395,500,105,9,91,106
5263,859,493,-366,42,620,635
5264,933,954,21,4,7,22
5265,308,134,-174,54,812,827
5266,359,703,344,23,330,345
5267,770,700,-70,60,916,931
5268,517,960,443,31,429,444
5269,272,100,-172,54,814,829
5270,525,560,35,5,21,36
5271,64,475,411,29,397,412
5272,219,150,-69,61,917,932
5273,39,437,398,28,384,399
5274,450,138,-312,44,674,689
5275,650,328,-322,45,664,679
5276,238,710,472,31,458,473
5277,311,302,-9,66,977,992
5278,44,269,225,16,211,226
5279,275,420,145,11,131,146
5280,537,317,-220,51,766,781
5281,631,790,159,14,145,160
5282,674,825,151,13,137,152
5283,828,17,-811,15,175,190
5284,382,84,-298,47,688,703
5285,300,475,175,15,161,176
5286,425,513,88,7,74,89
5287,109,189,80,6,66,81
5288,609,516,-93,60,893,908
5289,744,636,-108,58,878,893
5290,806,413,-393,42,593,608
5291,560,971,411,29,397,412
5292,567,112,-455,36,531,546
5293,15,388,373,26,359,374
5294,270,815,545,36,531,546
5295,857,82,-775,16,211,226
5296,702,743,41,5,27,42
5297,226,468,242,17,228,243
5298,253,642,389,27,375,390
5299,535,594,59,7,45,60
5300,114,582,468,31,454,469
5301,14,661,647,44,633,648
5302,660,200,-460,36,526,541
5303,182,182,0,1,1,1
5304,351,773,422,29,408,423
5305,166,285,119,11,105,120
5306,515,514,-1,66,985,1000
5307,998,914,-84,59,902,917
5308,518,592,74,7,60,75
5309,727,619,-108,58,878,893
5310,621,898,277,20,263,278
5311,368,241,-127,57,859,874
5312,325,451,126,11,112,127
5313,212,377,165,13,151,166
5314,109,461,352,23,338,353
5315,454,735,281,20,267,282
5316,139,273,134,11,120,135
5317,849,728,-121,59,865,880
5318,118,671,553,37,539,554
5319,903,881,-22,63,964,979
5320,649,594,-55,61,931,946
5321,223,584,361,25,347,362
5322,10,340,330,23,316,331
5323,982,835,-147,56,839,854
5324,249,142,-107,59,879,894
5325,465,35,-430,38,556,571
5326,243,751,508,34,494,509
5327,285,591,306,21,292,307
5328,764,837,73,7,59,74
5329,699,275,-424,37,562,577
5330,357,595,238,18,224,239
5331,328,162,-166,54,820,835
5332,563,197,-366,42,620,635
5333,859,22,-837,13,149,164
5334,90,805,715,48,701,716
5335,306,414,108,9,94,109
5336,678,144,-534,31,452,467
5337,81,198,117,10,103,118
5338,311,242,-69,61,917,932
5339,589,112,-477,36,509,524
5340,579,841,262,19,248,263
5341,362,845,483,33,469,484
5342,747,229,-518,32,468,483
5343,204,925,721,47,707,722
5344,839,510,-329,46,657,672
5345,838,386,-452,36,534,549
5346,317,824,507,35,493,508
5347,453,219,-234,51,752,767
5348,113,156,43,6,29,44
5349,919,858,-61,62,925,940
5350,173,67,-106,59,880,895
5351,402,497,95,10,81,96
5352,580,182,-398,40,588,603
5353,339,683,344,23,330,345
5354,797,212,-585,30,401,416
5355,350,916,566,38,552,567
5356,882,219,-663,23,323,338
5357,208,452,244,17,230,245
5358,703,84,-619,27,367,382
5359,625,777,152,11,138,153
5360,789,557,-232,49,754,769
5361,112,114,2,2,2,3
5362,775,299,-476,35,510,525
5363,960,691,-269,49,717,732
5364,179,265,86,8,72,87
5365,486,823,337,23,323,338
5366,160,171,11,4,5,12
5367,943,937,-6,64,980,995
5368,187,433,246,18,232,247
5369,432,461,29,5,15,30
5370,219,915,696,45,682,697
5371,917,552,-365,43,621,636
5372,19,774,755,50,741,756
5373,620,117,-503,33,483,498
5374,948,224,-724,19,262,277
5375,508,626,118,10,104,119
5376,720,51,-669,24,317,332
5377,422,932,510,35,496,511
5378,640,314,-326,44,660,675
5379,11,613,602,40,588,603
5380,963,981,18,3,4,19
5381,376,446,70,7,56,71
5382,275,169,-106,59,880,895
5383,657,480,-177,55,809,824
5384,430,70,-360,41,626,641
5385,473,142,-331,45,655,670
5386,110,874,764,50,750,765
5387,196,598,402,27,388,403
5388,717,639,-78,60,908,923
5389,464,167,-297,48,689,704
5390,805,95,-710,20,276,291
5391,269,899,630,42,616,631
5392,676,792,116,9,102,117
5393,176,601,425,29,411,426
5394,515,610,95,10,81,96
5395,257,832,575,40,561,576
5396,939,186,-753,19,233,248
5397,324,332,8,2,2,9
5398,208,384,176,12,162,177
5399,365,906,541,37,527,542
5400,288,237,-51,62,935,950
5401,216,544,328,22,314,329
5402,717,367,-350,43,636,651
5403,671,25,-646,24,340,355
5404,166,909,743,50,729,744
5405,553,422,-131,57,855,870
5406,298,847,549,37,535,550
5407,608,585,-23,63,963,978
5408,845,135,-710,20,276,291
5409,244,673,429,30,415,430
5410,877,254,-623,26,363,378
5411,0,877,877,58,863,878
5412,96,813,717,48,703,718
5413,638,522,-116,57,870,885
5414,709,10,-699,22,287,302
5415,722,534,-188,53,798,813
5416,795,119,-676,22,310,325
5417,426,412,-14,64,972,987
5418,461,712,251,19,237,252
5419,126,84,-42,63,944,959
5420,416,263,-153,57,833,848
5421,186,383,197,15,183,198
5422,122,172,50,5,36,51
5423,791,329,-462,36,524,539
5424,881,674,-207,52,779,794
5425,406,211,-195,53,791,806
5426,425,906,481,32,467,482
5427,842,720,-122,58,864,879
5428,531,552,21,4,7,22
5429,83,57,-26,64,960,975
5430,285,405,120,9,106,121
5431,696,578,-118,57,868,883
5432,828,957,129,10,115,130
5433,411,311,-100,58,886,901
5434,743,313,-430,38,556,571
5435,966,54,-912,7,74,89
5436,986,886,-100,58,886,901
5437,558,533,-25,65,961,976
5438,445,282,-163,55,823,838
5439,923,217,-706,21,280,295
5440,837,498,-339,44,647,662
5441,979,688,-291,47,695,710
5442,533,195,-338,44,648,663
5443,117,793,676,44,662,677
5444,436,773,337,23,323,338
5445,644,290,-354,43,632,647
5446,893,435,-458,37,528,543
5447,84,999,915,60,901,916
5448,327,497,170,13,156,171
5449,655,478,-177,55,809,824
5450,874,77,-797,16,189,204
5451,8,522,514,34,500,515
5452,841,358,-483,35,503,518
5453,372,770,398,28,384,399
5454,443,589,146,11,132,147
5455,746,519,-227,51,759,774
5456,413,816,403,28,389,404
5457,518,839,321,22,307,322
5458,455,122,-333,45,653,668
5459,606,566,-40,61,946,961
5460,661,888,227,17,213,228
5461,50,877,827,55,813,828
5462,363,249,-114,58,872,887
5463,818,77,-741,19,245,260
5464,155,842,687,47,673,688
5465,205,73,-132,56,854,869
5466,196,615,419,29,405,420
5467,160,946,786,51,772,787
5468,694,616,-78,60,908,923
5469,124,860,736,47,722,737
5470,531,763,232,16,218,233
5471,877,795,-82,60,904,919
5472,104,597,493,34,479,494
5473,626,557,-69,61,917,932
5474,785,243,-542,31,444,459
5475,294,316,22,4,8,23
5476,285,231,-54,61,932,947
5477,813,65,-748,18,238,253
5478,866,744,-122,58,864,879
5479,525,581,56,5,42,57
5480,481,74,-407,39,579,594
5481,498,145,-353,44,633,648
5482,196,120,-76,60,910,925
5483,830,881,51,6,37,52
5484,725,244,-481,36,505,520
5485,880,318,-562,30,424,439
5486,588,323,-265,50,721,736
5487,305,471,166,13,152,167
5488,671,410,-261,49,725,740
5489,532,311,-221,52,765,780
5490,116,957,841,55,827,842
5491,218,827,609,40,595,610
5492,301,850,549,37,535,550
5493,96,705,609,40,595,610
5494,513,358,-155,56,831,846
5495,998,465,-533,32,453,468
5496,171,319,148,11,134,149
5497,455,307,-148,55,838,853
5498,307,311,4,2,2,5
5499,598,398,-200,51,786,801
5500,218,399,181,14,167,182
5501,717,23,-694,21,292,307
5502,602,882,280,19,266,281
5503,277,827,550,37,536,551
5504,295,560,265,19,251,266
5505,752,842,90,8,76,91
5506,661,350,-311,45,675,690
5507,264,461,197,15,183,198
5508,727,274,-453,37,533,548
5509,130,522,392,26,378,393
5510,917,541,-376,40,610,625
5511,566,448,-118,57,868,883
5512,793,452,-341,44,645,660
5513,488,108,-380,41,606,621
5514,746,544,-202,53,784,799
5515,174,711,537,36,523,538
5516,790,556,-234,51,752,767
5517,280,452,172,13,158,173
5518,15,708,693,46,679,694
5519,604,535,-69,61,917,932
5520,830,575,-255,49,731,746
5521,239,55,-184,52,802,817
5522,236,201,-35,63,951,966
5523,361,468,107,10,93,108
5524,103,534,431,31,417,432
5525,616,992,376,25,362,377
5526,533,580,47,7,33,48
5527,728,521,-207,52,779,794
5528,504,883,379,27,365,380
5529,152,217,65,6,51,66
5530,92,982,890,58,876,891
5531,652,159,-493,35,493,508
5532,467,78,-389,41,597,612
5533,530,457,-73,62,913,928
5534,62,929,867,57,853,868
5535,779,987,208,14,194,209
5536,192,537,345,24,331,346
5537,310,924,614,41,600,615
5538,487,772,285,21,271,286
5539,654,882,228,16,214,229
5540,722,520,-202,53,784,799
5541,371,373,2,2,2,3
5542,511,961,450,30,436,451
5543,193,439,246,18,232,247
5544,874,898,24,3,10,25
5545,211,412,201,15,187,202
5546,192,339,147,12,133,148
5547,678,799,121,10,107,122
5548,711,185,-526,32,460,475
5549,204,552,348,24,334,349
5550,828,315,-513,34,473,488
5551,993,502,-491,35,495,510
5552,294,622,328,22,314,329
5553,548,729,181,14,167,182
5554,863,717,-146,56,840,855
5555,447,810,363,26,349,364
5556,422,99,-323,45,663,678
5557,811,87,-724,19,262,277
5558,602,316,-286,47,700,715
5559,6,70,64,5,50,65
5560,695,880,185,14,171,186
5561,512,425,-87,59,899,914
5562,490,218,-272,47,714,729
5563,782,854,72,6,58,73
5564,227,575,348,24,334,349
5565,645,956,311,23,297,312
5566,263,833,570,38,556,571
5567,875,775,-100,58,886,901
5568,151,236,85,8,71,86
5569,605,15,-590,28,396,411
5570,40,663,623,43,609,624
5571,413,905,492,33,478,493
5572,94,61,-33,64,953,968
5573,231,878,647,44,633,648
5574,359,706,347,25,333,348
5575,196,147,-49,63,937,952
5576,99,395,296,20,282,297
5577,938,881,-57,63,929,944
5578,189,347,158,13,144,159
5579,242,888,646,43,632,647
5580,978,307,-671,23,315,330
5581,822,380,-442,38,544,559
5582,575,59,-516,32,470,485
5583,485,307,-178,54,808,823
5584,124,209,85,8,71,86
5585,8,111,103,10,89,104
5586,170,428,258,18,244,259
5587,79,571,492,33,478,493
5588,800,147,-653,25,333,348
5589,643,960,317,23,303,318
5590,19,709,690,45,676,691
5591,143,961,818,53,804,819
5592,113,270,157,13,143,158
5593,486,433,-53,62,933,948
5594,538,347,-191,53,795,810
5595,423,249,-174,54,812,827
5596,617,963,346,24,332,347
5597,855,461,-394,41,592,607
5598,239,315,76,7,62,77
5599,854,544,-310,45,676,691
5600,553,239,-314,46,672,687
5601,627,11,-616,25,370,385
5602,51,554,503,35,489,504
5603,625,883,258,18,244,259
5604,531,115,-416,38,570,585
5605,923,134,-789,16,197,212
5606,680,620,-60,61,926,941
5607,49,657,608,39,594,609
5608,381,544,163,13,149,164
5609,889,905,16,2,2,17
5610,616,774,158,13,144,159
5611,280,392,112,8,98,113
5612,833,429,-404,39,582,597
5613,344,185,-159,55,827,842
5614,159,220,61,7,47,62
5615,863,873,10,3,4,11
5616,965,659,-306,46,680,695
5617,44,8,-36,62,950,965
5618,24,527,503,35,489,504
5619,712,789,77,8,63,78
5620,663,864,201,15,187,202
5621,307,924,617,41,603,618
5622,810,858,48,4,34,49
5623,251,613,362,25,348,363
5624,427,887,460,31,446,461
5625,908,783,-125,58,861,876
5626,811,210,-601,29,385,400
5627,679,657,-22,63,964,979
5628,384,329,-55,61,931,946
5629,760,256,-504,32,482,497
5630,495,690,195,15,181,196
5631,147,903,756,49,742,757
5632,622,540,-82,60,904,919
5633,529,243,-286,47,700,715
5634,203,993,790,52,776,791
5635,537,890,353,24,339,354
5636,360,618,258,18,244,259
5637,577,16,-561,31,425,440
5638,95,325,230,17,216,231
5639,542,56,-486,34,500,515
5640,439,679,240,16,226,241
5641,449,25,-424,37,562,577
5642,185,633,448,29,434,449
5643,893,254,-639,25,347,362
5644,958,447,-511,33,475,490
5645,854,506,-348,43,638,653
5646,411,760,349,25,335,350
5647,522,998,476,32,462,477
5648,472,669,197,15,183,198
5649,430,830,400,26,386,401
5650,782,814,32,3,18,33
5651,524,885,361,25,347,362
5652,543,99,-444,37,542,557
5653,968,745,-223,51,763,778
5654,901,837,-64,60,922,937
5655,240,522,282,20,268,283
5656,491,190,-301,47,685,700
5657,845,901,56,5,42,57
5658,703,601,-102,58,884,899
5659,715,711,-4,64,982,997
5660,676,210,-466,36,520,535
5661,16,307,291,21,277,292
5662,356,768,412,28,398,413
5663,536,527,-9,66,977,992
5664,521,263,-258,49,728,743
5665,32,194,162,12,148,163
5666,876,343,-533,32,453,468
5667,607,524,-83,60,903,918
5668,711,858,147,12,133,148
5669,923,883,-40,61,946,961
5670,411,917,506,34,492,507
5671,855,181,-674,23,312,327
5672,707,698,-9,66,977,992
5673,70,528,458,31,444,459
5674,746,678,-68,60,918,933
5675,109,257,148,11,134,149
5676,357,787,430,30,416,431
5677,911,291,-620,26,366,381
5678,711,385,-326,44,660,675
5679,305,872,567,39,553,568
5680,520,893,373,26,359,374
5681,344,192,-152,54,834,849
5682,770,286,-484,34,502,517
5683,734,17,-717,21,269,284
5684,87,527,440,29,426,441
5685,925,982,57,6,43,58
5686,867,592,-275,48,711,726
5687,198,319,121,10,107,122
5688,658,817,159,14,145,160
5689,691,106,-585,30,401,416
5690,939,159,-780,16,206,221
5691,392,789,397,28,383,398
5692,716,545,-171,55,815,830
5693,620,618,-2,65,984,999
5694,992,117,-875,11,111,126
5695,9,139,130,10,116,131
5696,855,690,-165,55,821,836
5697,35,632,597,40,583,598
5698,737,201,-536,30,450,465
5699,361,157,-204,52,782,797
5700,697,513,-184,52,802,817
5701,315,840,525,36,511,526
5702,328,889,561,37,547,562
5703,248,608,360,24,346,361
5704,707,931,224,15,210,225
5705,152,368,216,15,202,217
5706,671,468,-203,53,783,798
5707,151,462,311,23,297,312
5708,731,788,57,6,43,58
5709,941,223,-718,20,268,283
5710,296,782,486,33,472,487
5711,55,681,626,41,612,627
5712,546,622,76,7,62,77
5713,269,348,79,9,65,80
5714,779,920,141,12,127,142
5715,100,959,859,57,845,860
5716,901,457,-444,37,542,557
5717,5,199,194,14,180,195
5718,502,375,-127,57,859,874
5719,210,965,755,50,741,756
5720,305,306,1,2,2,2
5721,889,412,-477,36,509,524
5722,596,970,374,26,360,375
5723,797,339,-458,37,528,543
5724,553,982,429,30,415,430
5725,167,649,482,32,468,483
5726,477,409,-68,60,918,933
5727,524,367,-157,56,829,844
5728,848,267,-581,29,405,420
5729,448,563,115,10,101,116
5730,434,625,191,16,177,192
5731,227,240,13,4,7,14
5732,734,277,-457,38,529,544
5733,834,815,-19,64,967,982
5734,519,199,-320,44,666,681
5735,205,843,638,43,624,639
5736,583,962,379,27,365,380
5737,247,23,-224,50,762,777
5738,93,586,493,34,479,494
5739,213,661,448,29,434,449
5740,783,74,-709,21,277,292
5741,39,795,756,49,742,757
5742,872,82,-790,15,196,211
5743,723,507,-216,50,770,785
5744,858,653,-205,53,781,796
5745,371,272,-99,59,887,902
5746,312,13,-299,47,687,702
5747,961,363,-598,27,388,403
5748,325,500,175,15,161,176
5749,435,745,310,22,296,311
5750,526,935,409,28,395,410
5751,977,302,-675,23,311,326
5752,619,503,-116,57,870,885
5753,336,930,594,39,580,595
5754,341,745,404,27,390,405
5755,770,171,-599,27,387,402
5756,481,800,319,24,305,320
5757,270,394,124,10,110,125
5758,15,278,263,20,249,264
5759,255,61,-194,53,792,807
5760,646,942,296,20,282,297
5761,846,38,-808,13,178,193
5762,589,7,-582,28,404,419
5763,815,824,9,3,3,10
5764,58,308,250,18,236,251
5765,571,776,205,16,191,206
5766,746,377,-369,43,617,632
5767,544,150,-394,41,592,607
5768,891,354,-537,33,449,464
5769,248,800,552,36,538,553
5770,112,824,712,46,698,713
5771,632,551,-81,61,905,920
5772,313,300,-13,65,973,988
5773,901,613,-288,46,698,713
5774,963,221,-742,18,244,259
5775,775,966,191,16,177,192
5776,843,870,27,5,13,28
5777,432,547,115,10,101,116
5778,122,942,820,53,806,821
5779,48,69,21,4,7,22
5780,445,287,-158,55,828,843
5781,507,617,110,10,96,111
5782,261,968,707,47,693,708
5783,217,202,-15,64,971,986
5784,781,590,-191,53,795,810
5785,439,957,518,35,504,519
5786,372,962,590,40,576,591
5787,219,789,570,38,556,571
5788,840,189,-651,25,335,350
5789,8,103,95,10,81,96
5790,917,99,-818,14,168,183
5791,823,134,-689,23,297,312
5792,216,664,448,29,434,449
5793,848,939,91,9,77,92
5794,480,421,-59,62,927,942
5795,984,69,-915,8,71,86
5796,161,190,29,5,15,30
5797,658,398,-260,48,726,741
5798,738,657,-81,61,905,920
5799,245,834,589,40,575,590
5800,432,617,185,14,171,186
5801,252,882,630,42,616,631
5802,959,370,-589,29,397,412
5803,217,648,431,31,417,432
5804,657,981,324,22,310,325
5805,591,912,321,22,307,322
5806,286,295,9,3,3,10
5807,32,81,49,5,35,50
5808,146,241,95,10,81,96
5809,186,435,249,18,235,250
5810,115,723,608,39,594,609
5811,287,283,-4,64,982,997
5812,635,103,-532,31,454,469
5813,972,728,-244,49,742,757
5814,937,990,53,6,39,54
5815,557,366,-191,53,795,810
5816,559,580,21,4,7,22
5817,200,688,488,32,474,489
5818,847,520,-327,44,659,674
5819,977,918,-59,62,927,942
5820,54,102,48,4,34,49
5821,891,503,-388,40,598,613
5822,660,195,-465,37,521,536
5823,147,471,324,22,310,325
5824,273,276,3,3,3,4
5825,774,428,-346,44,640,655
5826,903,27,-876,10,110,125
5827,355,846,491,34,477,492
5828,512,827,315,23,301,316
5829,454,559,105,9,91,106
5830,842,968,126,11,112,127
5831,642,910,268,19,254,269
5832,457,958,501,34,487,502
5833,274,429,155,13,141,156
5834,708,4,-704,20,282,297
5835,482,531,49,5,35,50
5836,346,793,447,32,433,448
5837,367,175,-192,52,794,809
5838,712,374,-338,44,648,663
5839,656,833,177,13,163,178
5840,536,490,-46,62,940,955
5841,98,683,585,39,571,586
5842,333,959,626,41,612,627
5843,693,738,45,6,31,46
5844,438,938,500,33,486,501
5845,3,531,528,34,514,529
5846,425,715,290,20,276,291
5847,971,790,-181,54,805,820
5848,688,315,-373,42,613,628
5849,163,532,369,25,355,370
5850,151,929,778,51,764,779
5851,584,462,-122,58,864,879
5852,932,637,-295,46,691,706
5853,710,158,-552,29,434,449
5854,8,888,880,56,866,881
5855,797,620,-177,55,809,824
5856,53,88,35,5,21,36
5857,152,177,25,4,11,26
5858,165,765,600,39,586,601
5859,644,13,-631,25,355,370
5860,23,300,277,20,263,278
5861,106,872,766,51,752,767
5862,248,576,328,22,314,329
5863,2,12,10,3,4,11
5864,634,880,246,18,232,247
5865,762,320,-442,38,544,559
5866,287,289,2,2,2,3
5867,91,938,847,57,833,848
5868,419,537,118,10,104,119
5869,517,44,-473,37,513,528
5870,778,87,-691,22,295,310
5871,9,794,785,51,771,786
5872,978,808,-170,55,816,831
5873,952,251,-701,22,285,300
5874,718,191,-527,32,459,474
5875,18,22,4,2,2,5
5876,492,749,257,18,243,258
5877,238,627,389,27,375,390
5878,251,700,449,30,435,450
5879,202,446,244,17,230,245
5880,58,189,131,11,117,132
5881,133,472,339,24,325,340
5882,495,584,89,8,75,90
5883,958,275,-683,23,303,318
5884,381,897,516,34,502,517
5885,574,583,9,3,3,10
5886,811,70,-741,19,245,260
5887,150,984,834,54,820,835
5888,405,71,-334,44,652,667
5889,719,852,133,11,119,134
5890,88,130,42,5,28,43
5891,992,219,-773,17,213,228
5892,550,751,201,15,187,202
5893,898,448,-450,37,536,551
5894,980,428,-552,29,434,449
5895,340,529,189,15,175,190
5896,693,548,-145,57,841,856
5897,143,51,-92,59,894,909
5898,832,162,-670,23,316,331
5899,174,360,186,14,172,187
5900,798,879,81,7,67,82
5901,896,809,-87,59,899,914
5902,572,705,133,11,119,134
5903,567,155,-412,39,574,589
5904,230,424,194,14,180,195
5905,155,664,509,35,495,510
5906,744,830,86,8,72,87
5907,591,452,-139,57,847,862
5908,591,235,-356,42,630,645
5909,203,926,723,48,709,724
5910,490,70,-420,38,566,581
5911,864,598,-266,49,720,735
5912,494,468,-26,64,960,975
5913,403,29,-374,41,612,627
5914,61,722,661,44,647,662
5915,891,800,-91,60,895,910
5916,789,537,-252,49,734,749
5917,132,20,-112,57,874,889
5918,253,351,98,8,84,99
5919,797,583,-214,51,772,787
5920,548,424,-124,57,862,877
5921,511,836,325,23,311,326
5922,761,346,-415,39,571,586
5923,484,980,496,32,482,497
5924,131,664,533,36,519,534
5925,109,343,234,17,220,235
5926,641,330,-311,45,675,690
5927,514,293,-221,52,765,780
5928,383,9,-374,41,612,627
5929,389,306,-83,60,903,918
5930,205,268,63,8,49,64
5931,643,635,-8,63,978,993
5932,227,816,589,40,575,590
5933,712,402,-310,45,676,691
5934,288,617,329,23,315,330
5935,204,569,365,26,351,366
5936,423,270,-153,57,833,848
5937,221,325,104,8,90,105
5938,364,439,75,8,61,76
5939,226,794,568,37,554,569
5940,555,309,-246,49,740,755
5941,539,97,-442,38,544,559
5942,987,978,-9,66,977,992
5943,621,80,-541,32,445,460
5944,197,331,134,11,120,135
5945,542,772,230,17,216,231
5946,45,699,654,44,640,655
5947,290,548,258,18,244,259
5948,94,168,74,7,60,75
5949,925,64,-861,12,125,140
5950,913,78,-835,13,151,166
5951,39,377,338,23,324,339
5952,526,710,184,13,170,185
5953,146,726,580,38,566,581
5954,532,14,-518,32,468,483
5955,353,388,35,5,21,36
5956,482,796,314,22,300,315
5957,366,148,-218,52,768,783
5958,2,566,564,37,550,565
5959,964,881,-83,60,903,918
5960,239,570,331,24,317,332
5961,321,395,74,7,60,75
5962,512,147,-365,43,621,636
5963,270,995,725,48,711,726
5964,86,695,609,40,595,610
5965,0,134,134,11,120,135
5966,378,23,-355,43,631,646
5967,540,578,38,5,24,39
5968,902,556,-346,44,640,655
5969,449,378,-71,60,915,930
5970,376,624,248,17,234,249
5971,165,348,183,15,169,184
5972,918,463,-455,36,531,546
5973,859,56,-803,15,183,198
5974,438,624,186,14,172,187
5975,906,498,-408,38,578,593
5976,804,184,-620,26,366,381
5977,622,482,-140,56,846,861
5978,252,32,-220,51,766,781
5979,21,548,527,37,513,528
5980,431,858,427,30,413,428
5981,725,373,-352,42,634,649
5982,121,233,112,8,98,113
5983,621,194,-427,39,559,574
5984,180,817,637,43,623,638
5985,625,672,47,7,33,48
5986,805,98,-707,21,279,294
5987,349,210,-139,57,847,862
5988,707,682,-25,65,961,976
5989,553,970,417,28,403,418
5990,239,847,608,39,594,609
5991,989,663,-326,44,660,675
5992,407,989,582,39,568,583
5993,98,415,317,23,303,318
5994,832,546,-286,47,700,715
5995,701,936,235,18,221,236
5996,140,333,193,14,179,194
5997,421,735,314,22,300,315
5998,991,902,-89,61,897,912
5999,252,853,601,40,587,602
6000,35,693,658,43,644,659
6001,66,396,330,23,316,331
6002,970,748,-222,51,764,779
6003,193,591,398,28,384,399
